procedure_code,procedure_descrption,category,proc_sk
90791,Psychiatric diagnostic eval,Evaluation & Management,3256
99213,"Office/outpatient visit, est",Evaluation & Management,3257
54520,Orchiectomy,Surgery,3258
50360,Dialysis access procedure,Procedure,3259
70450,Ct head/brain w/o dye,Imaging,3260
99213,"Office/outpatient visit, est",Evaluation & Management,3261
54520,Orchiectomy,Surgery,3262
80050,General health panel,Lab,3263
88305,Pathology tissue exam,Lab,3264
12001,Simple repair of wound,Procedure,3265
15734,Scar revision,Procedure,3266
99214,Office/outpatient visit EST - extended,Evaluation & Management,3267
90792,Rheumatology consult,Evaluation & Management,3268
80050,General health panel,Lab,3269
93000,Electrocardiogram,Diagnostic,3270
31231,Nasal polypectomy,Procedure,3271
27447,Knee replacement,Surgery,3272
80047,Renal panel,Lab,3273
67028,Retinal surgery,Surgery,3274
20610,"Arthrocentesis, small joint",Procedure,3275
43239,EGD,Procedure,3276
99214,Office/outpatient visit EST - extended,Evaluation & Management,3277
95117,Allergy injection,Procedure,3278
11721,Debridement nail,Procedure,3279
99213,"Office/outpatient visit, est",Evaluation & Management,3280
70450,CT Head without contrast,Imaging,3281
99285,Emergency dept visit,Emergency,3282
15734,Scar revision,Procedure,3283
95816,"Eeg, awake and drowsy",Diagnostic,3284
95816,EEG,Diagnostic,3285
99213,Office visit,Evaluation & Management,3286
15734,Scar revision,Procedure,3287
99213,Office/outpatient visit EST,Evaluation & Management,3288
99213,"Office/outpatient visit, est",Evaluation & Management,3289
76830,Pelvic ultrasound,Imaging,3290
80050,General health panel,Lab,3291
80047,Renal panel,Lab,3292
76830,Pelvic ultrasound,Imaging,3293
50360,Dialysis access procedure,Procedure,3294
95816,EEG,Diagnostic,3295
90792,Rheumatology consult,Evaluation & Management,3296
00520,Anesthesia for procedures,Procedure,3297
99213,Pediatric office visit,Evaluation & Management,3298
90791,Psychiatric diagnostic eval,Evaluation & Management,3299
96372,Unknown Procedure,Procedure,3300
70450,CT Head without contrast,Imaging,3301
90471,Immunization administration,Preventive,3302
00520,Anesthesia for procedures,Procedure,3303
99213,Pediatric office visit,Evaluation & Management,3304
95810,Nerve conduction study,Diagnostic,3305
15734,"Muscle-skin graft, trunk",Procedure,3306
70450,Ct head/brain w/o dye,Imaging,3307
93000,"Electrocardiogram, complete",Diagnostic,3308
71020,Chest X-ray,Imaging,3309
96372,Unknown Procedure,Procedure,3310
71020,Chest X-ray,Imaging,3311
95115,Allergy testing,Procedure,3312
88305,Pathology tissue exam,Lab,3313
93000,Electrocardiogram,Diagnostic,3314
15734,Scar revision,Procedure,3315
95816,"Eeg, awake and drowsy",Diagnostic,3316
99213,Office/outpatient visit EST,Evaluation & Management,3317
31500,Insert emergency airway,Procedure,3318
76830,"Transvaginal us, non-ob",Imaging,3319
58150,Cesarean delivery,Surgery,3320
99213,"Office/outpatient visit, est",Evaluation & Management,3321
95810,Nerve conduction study,Diagnostic,3322
35301,Bypass graft,Surgery,3323
95810,Nerve conduction study,Diagnostic,3324
49900,Appendectomy,Surgery,3325
95117,Allergy injection,Procedure,3326
88305,Pathology tissue exam,Lab,3327
88305,Pathology tissue exam,Lab,3328
94010,Pulmonary function test,Diagnostic,3329
80050,General health panel,Lab,3330
93306,Echocardiogram,Imaging,3331
80050,General health panel,Lab,3332
90791,Unknown Procedure,Evaluation & Management,3333
99214,Office/outpatient visit EST - extended,Evaluation & Management,3334
15734,Scar revision,Procedure,3335
95816,EEG,Diagnostic,3336
31500,Intubation,Procedure,3337
80050,General health panel,Lab,3338
76830,Pelvic ultrasound,Imaging,3339
80050,General health panel,Lab,3340
99213,Pediatric office visit,Evaluation & Management,3341
27447,Knee replacement,Surgery,3342
54520,Orchiectomy,Surgery,3343
27447,Total knee arthroplasty,Surgery,3344
99213,Office visit,Evaluation & Management,3345
92014,Ophthalmology exam,Evaluation & Management,3346
99214,Office visit extended,Evaluation & Management,3347
71020,Chest X-ray,Imaging,3348
94010,Pulmonary function test,Diagnostic,3349
88305,Pathology tissue exam,Lab,3350
35301,Rechanneling of artery,Surgery,3351
67028,Injection eye drug,Surgery,3352
99213,"Office/outpatient visit, est",Evaluation & Management,3353
31500,Intubation,Procedure,3354
31500,Intubation,Procedure,3355
27447,Knee replacement,Surgery,3356
70450,CT Head without contrast,Imaging,3357
35301,Bypass graft,Surgery,3358
31231,Nasal polypectomy,Procedure,3359
90792,Rheumatology consult,Evaluation & Management,3360
95117,Allergy injection,Procedure,3361
96372,Therapeutic injection,Procedure,3362
90791,Psychiatric diagnostic eval,Evaluation & Management,3363
88305,Pathology tissue exam,Lab,3364
80050,General health panel,Lab,3365
71020,Chest X-ray,Imaging,3366
A0425,Ambulance service,Procedure,3367
49900,Appendectomy,Surgery,3368
99214,Office visit extended,Evaluation & Management,3369
80050,General health panel,Lab,3370
95115,Allergy testing,Procedure,3371
80050,General health panel,Lab,3372
43239,EGD,Procedure,3373
35301,Bypass graft,Surgery,3374
00520,Anesthesia for procedures,Procedure,3375
31231,Nasal polypectomy,Procedure,3376
87070,"Culture, bacteria, other",Lab,3377
00520,Anesthesia for procedures,Procedure,3378
49900,Appendectomy,Surgery,3379
80048,Thyroid panel,Lab,3380
99214,Office/outpatient visit EST - extended,Evaluation & Management,3381
93458,Cardiac cath,Procedure,3382
95816,EEG,Diagnostic,3383
90792,Rheumatology consult,Evaluation & Management,3384
95810,Nerve conduction study,Diagnostic,3385
88305,Pathology tissue exam,Lab,3386
31231,Nasal polypectomy,Procedure,3387
90471,Immunization administration,Preventive,3388
15734,Scar revision,Procedure,3389
87070,"Culture, bacterial",Lab,3390
17000,Destruction benign lesion,Procedure,3391
15734,Scar revision,Procedure,3392
88305,Pathology tissue exam,Lab,3393
A0425,Unknown Procedure,Procedure,3394
00520,Anesthesia for procedures,Procedure,3395
93458,Cardiac cath,Procedure,3396
88305,Tissue exam by pathologist,Lab,3397
15734,"Muscle-skin graft, trunk",Procedure,3398
99213,Pediatric office visit,Evaluation & Management,3399
99213,Office/outpatient visit EST,Evaluation & Management,3400
67028,Injection eye drug,Surgery,3401
99213,Office/outpatient visit EST,Evaluation & Management,3402
49900,Appendectomy,Surgery,3403
43239,EGD,Procedure,3404
58150,Cesarean delivery,Surgery,3405
43239,EGD,Procedure,3406
76830,Pelvic ultrasound,Imaging,3407
88305,Pathology tissue exam,Lab,3408
52000,Cystoscopy,Procedure,3409
70450,Ct head/brain w/o dye,Imaging,3410
90791,Psychiatric diagnostic eval,Evaluation & Management,3411
71020,Chest X-ray,Imaging,3412
15734,Scar revision,Procedure,3413
52000,Cystoscopy,Procedure,3414
31500,Intubation,Procedure,3415
67028,Retinal surgery,Surgery,3416
20610,"Arthrocentesis, small joint",Procedure,3417
27447,Knee replacement,Surgery,3418
11102,Unknown Procedure,Procedure,3419
58150,Cesarean delivery,Surgery,3420
99214,Office visit extended,Evaluation & Management,3421
00520,Anesthesia for procedures,Procedure,3422
50360,Dialysis access procedure,Procedure,3423
76830,Pelvic ultrasound,Imaging,3424
99285,Emergency department visit - high severity,Emergency,3425
50360,Dialysis access procedure,Procedure,3426
76830,"Transvaginal us, non-ob",Imaging,3427
95810,Nerve conduction study,Diagnostic,3428
80050,General health panel,Lab,3429
00520,Anesthesia for procedures,Procedure,3430
27447,Knee replacement,Surgery,3431
94010,Pulmonary function test,Diagnostic,3432
92511,Speech audiometry,Diagnostic,3433
95117,Allergy injection,Procedure,3434
11721,"Debride nail, 6 or more",Procedure,3435
80048,Thyroid panel,Lab,3436
99213,Pediatric office visit,Evaluation & Management,3437
96372,Therapeutic injection,Procedure,3438
00520,Unknown Procedure,Procedure,3439
50360,Dialysis access procedure,Procedure,3440
90471,Immunization administration,Preventive,3441
15734,Scar revision,Procedure,3442
95115,"Immunotherapy, one injection",Procedure,3443
99213,Office/outpatient visit EST,Evaluation & Management,3444
58150,Cesarean delivery,Surgery,3445
50360,Dialysis access procedure,Procedure,3446
95810,Nerve conduction study,Diagnostic,3447
50360,Dialysis access procedure,Procedure,3448
94010,Pulmonary function test,Diagnostic,3449
80050,General health panel,Lab,3450
90792,Rheumatology consult,Evaluation & Management,3451
20610,"Arthrocentesis, small joint",Procedure,3452
90471,Immunization admin,Preventive,3453
90471,Immunization admin,Preventive,3454
00520,Anesthesia for procedures,Procedure,3455
95115,Allergy testing,Procedure,3456
88305,Pathology tissue exam,Lab,3457
93000,Electrocardiogram,Diagnostic,3458
95816,"Eeg, awake and drowsy",Diagnostic,3459
20610,"Arthrocentesis, small joint",Procedure,3460
71020,Chest X-ray,Imaging,3461
96413,Chemotherapy administration,Procedure,3462
71020,Chest x-ray,Imaging,3463
71020,Chest X-ray,Imaging,3464
71020,Chest X-ray,Imaging,3465
90792,Rheumatology consult,Evaluation & Management,3466
12001,Simple repair of wound,Procedure,3467
31500,Intubation,Procedure,3468
58150,Cesarean delivery,Surgery,3469
71020,Chest X-ray,Imaging,3470
80048,Thyroid panel,Lab,3471
95117,Allergy injection,Procedure,3472
00520,Anesthesia for procedures,Procedure,3473
99213,Office/outpatient visit EST,Evaluation & Management,3474
96372,Therapeutic injection,Procedure,3475
95117,Allergy injection,Procedure,3476
11721,Debridement nail,Procedure,3477
92014,Ophthalmology exam,Evaluation & Management,3478
76830,Pelvic ultrasound,Imaging,3479
11102,Skin lesion excision,Procedure,3480
70450,CT Head without contrast,Imaging,3481
92511,Speech audiometry,Diagnostic,3482
00520,Anesthesia for procedures,Procedure,3483
95810,Nerve conduction study,Diagnostic,3484
15734,Scar revision,Procedure,3485
11721,Debridement nail,Procedure,3486
95115,Allergy testing,Procedure,3487
93458,Cardiac cath,Procedure,3488
17000,Destruction benign lesion,Procedure,3489
31231,Nasal polypectomy,Procedure,3490
35301,Bypass graft,Surgery,3491
96413,Unknown Procedure,Procedure,3492
80048,Thyroid panel,Lab,3493
27447,Knee replacement,Surgery,3494
11721,Debridement nail,Procedure,3495
31500,Intubation,Procedure,3496
35301,Bypass graft,Surgery,3497
50360,Dialysis access procedure,Procedure,3498
92014,Ophthalmology exam,Evaluation & Management,3499
96413,Chemotherapy administration,Procedure,3500
50360,Dialysis access procedure,Procedure,3501
99213,Office visit,Evaluation & Management,3502
92014,Eye exam & treatment,Evaluation & Management,3503
88305,Pathology tissue exam,Lab,3504
90792,Rheumatology consult,Evaluation & Management,3505
95115,Allergy testing,Procedure,3506
31231,Nasal polypectomy,Procedure,3507
94010,Pulmonary function test,Diagnostic,3508
94010,Pulmonary function test,Diagnostic,3509
70450,CT Head without contrast,Imaging,3510
99213,Office/outpatient visit EST,Evaluation & Management,3511
58150,Cesarean delivery,Surgery,3512
88305,Pathology tissue exam,Lab,3513
20610,"Arthrocentesis, small joint",Procedure,3514
88305,Pathology tissue exam,Lab,3515
71020,Chest X-ray,Imaging,3516
90792,Rheumatology consult,Evaluation & Management,3517
54520,Orchiectomy,Surgery,3518
88305,Pathology tissue exam,Lab,3519
35301,Bypass graft,Surgery,3520
93000,Electrocardiogram,Diagnostic,3521
12001,Simple repair of wound,Procedure,3522
15734,"Muscle-skin graft, trunk",Procedure,3523
93458,Cardiac cath,Procedure,3524
93306,Echocardiogram,Imaging,3525
99214,Office/outpatient visit EST - extended,Evaluation & Management,3526
92511,Nasopharyngoscopy,Diagnostic,3527
50360,Dialysis access procedure,Procedure,3528
31500,Intubation,Procedure,3529
52000,Cystoscopy,Procedure,3530
90792,Unknown Procedure,Evaluation & Management,3531
93458,Unknown Procedure,Procedure,3532
15734,Scar revision,Procedure,3533
31500,Intubation,Procedure,3534
35301,Bypass graft,Surgery,3535
90792,Rheumatology consult,Evaluation & Management,3536
90471,Immunization administration,Preventive,3537
96413,Chemotherapy administration,Procedure,3538
12001,Simple repair of wound,Procedure,3539
80048,Thyroid panel,Lab,3540
99213,Office/outpatient visit EST,Evaluation & Management,3541
27447,Knee replacement,Surgery,3542
80047,Renal panel,Lab,3543
90792,Rheumatology consult,Evaluation & Management,3544
90792,Rheumatology consult,Evaluation & Management,3545
99213,Office/outpatient visit EST,Evaluation & Management,3546
11721,Debridement nail,Procedure,3547
94010,Pulmonary function test,Diagnostic,3548
12001,Repair superficial wound(s),Procedure,3549
A0425,Ambulance service,Procedure,3550
71020,Chest X-ray,Imaging,3551
95810,Nerve conduction study,Diagnostic,3552
90791,Psychiatric diagnostic eval,Evaluation & Management,3553
92511,Speech audiometry,Diagnostic,3554
76830,Pelvic ultrasound,Imaging,3555
88305,Pathology tissue exam,Lab,3556
52000,Cystoscopy,Procedure,3557
71020,Chest X-ray,Imaging,3558
90792,Rheumatology consult,Evaluation & Management,3559
31500,Intubation,Procedure,3560
11721,Debridement nail,Procedure,3561
80050,General health panel,Lab,3562
70450,CT Head without contrast,Imaging,3563
35301,Bypass graft,Surgery,3564
95117,Allergy injection,Procedure,3565
49900,Appendectomy,Surgery,3566
88305,Pathology tissue exam,Lab,3567
80048,Thyroid panel,Lab,3568
15734,Scar revision,Procedure,3569
54520,Orchiectomy,Surgery,3570
80047,Renal panel,Lab,3571
88305,Pathology tissue exam,Lab,3572
80048,Thyroid panel,Lab,3573
87070,"Culture, bacterial",Lab,3574
00520,Anesthesia for procedures,Procedure,3575
80048,Thyroid panel,Lab,3576
50360,Dialysis access procedure,Procedure,3577
71020,Chest X-ray,Imaging,3578
95810,Nerve conduction study,Diagnostic,3579
31231,"Nasal endoscopy, dx",Procedure,3580
95115,Allergy testing,Procedure,3581
00520,Anesthesia for procedures,Procedure,3582
70450,CT Head without contrast,Imaging,3583
67028,Retinal surgery,Surgery,3584
49900,Appendectomy,Surgery,3585
96372,Therapeutic injection,Procedure,3586
92511,Speech audiometry,Diagnostic,3587
95816,EEG,Diagnostic,3588
90792,Rheumatology consult,Evaluation & Management,3589
90471,Immunization administration,Preventive,3590
50360,Dialysis access procedure,Procedure,3591
76830,Pelvic ultrasound,Imaging,3592
99285,Emergency department visit - high severity,Emergency,3593
00520,Unknown Procedure,Procedure,3594
67028,Injection eye drug,Surgery,3595
90471,Immunization administration,Preventive,3596
27447,Knee replacement,Surgery,3597
95816,EEG,Diagnostic,3598
11721,Debridement nail,Procedure,3599
43239,EGD,Procedure,3600
80050,General health panel,Lab,3601
76830,Pelvic ultrasound,Imaging,3602
99214,Office visit extended,Evaluation & Management,3603
17000,Destruction benign lesion,Procedure,3604
90791,Psychiatric diagnostic eval,Evaluation & Management,3605
43239,"Upper GI endoscopy, biopsy",Procedure,3606
92511,Speech audiometry,Diagnostic,3607
96372,Therapeutic injection,Procedure,3608
90791,Psychiatric diagnostic eval,Evaluation & Management,3609
35301,Bypass graft,Surgery,3610
15734,Scar revision,Procedure,3611
15734,Scar revision,Procedure,3612
43239,EGD,Procedure,3613
90792,Rheumatology consult,Evaluation & Management,3614
96413,Chemotherapy administration,Procedure,3615
87070,"Culture, bacterial",Lab,3616
90471,Immunization administration,Preventive,3617
00520,Anesthesia for procedures,Procedure,3618
00520,Anesthesia for procedures,Procedure,3619
99214,Office/outpatient visit EST - extended,Evaluation & Management,3620
80048,Thyroid panel,Lab,3621
90471,Immunization administration,Preventive,3622
99214,Office/outpatient visit EST - extended,Evaluation & Management,3623
52000,Cystoscopy,Procedure,3624
90471,Immunization administration,Preventive,3625
71020,Chest X-ray,Imaging,3626
49900,Appendectomy,Surgery,3627
93000,Electrocardiogram,Diagnostic,3628
52000,Cystoscopy,Procedure,3629
11721,Debridement nail,Procedure,3630
99214,"Office/outpatient visit, est",Evaluation & Management,3631
96372,Therapeutic injection,Procedure,3632
99214,Office/outpatient visit EST - extended,Evaluation & Management,3633
12001,Simple repair of wound,Procedure,3634
95115,Allergy testing,Procedure,3635
96413,Unknown Procedure,Procedure,3636
95816,EEG,Diagnostic,3637
80050,General health panel,Lab,3638
95816,EEG,Diagnostic,3639
87070,"Culture, bacterial",Lab,3640
99213,Office/outpatient visit EST,Evaluation & Management,3641
96372,Unknown Procedure,Procedure,3642
80050,General health panel,Lab,3643
52000,Cystoscopy,Procedure,3644
90792,Unknown Procedure,Evaluation & Management,3645
95816,EEG,Diagnostic,3646
95810,Nerve conduction study,Diagnostic,3647
88305,Pathology tissue exam,Lab,3648
31500,Intubation,Procedure,3649
90791,Psychiatric diagnostic eval,Evaluation & Management,3650
99285,Emergency department visit - high severity,Emergency,3651
95115,Allergy testing,Procedure,3652
95115,Allergy testing,Procedure,3653
15734,Scar revision,Procedure,3654
90792,Rheumatology consult,Evaluation & Management,3655
11102,Unknown Procedure,Procedure,3656
96413,Chemotherapy administration,Procedure,3657
80050,General health panel,Lab,3658
95810,Nerve conduction study,Diagnostic,3659
95117,Immunotherapy injections,Procedure,3660
35301,Bypass graft,Surgery,3661
99213,Office/outpatient visit EST,Evaluation & Management,3662
31231,Nasal polypectomy,Procedure,3663
90471,Immunization administration,Preventive,3664
96372,Therapeutic injection,Procedure,3665
88305,Pathology tissue exam,Lab,3666
92014,Ophthalmology exam,Evaluation & Management,3667
58150,Cesarean delivery,Surgery,3668
95117,Allergy injection,Procedure,3669
80050,General health panel,Lab,3670
71020,Chest X-ray,Imaging,3671
71020,Chest X-ray,Imaging,3672
71020,Chest X-ray,Imaging,3673
71020,Chest X-ray,Imaging,3674
94010,Pulmonary function test,Diagnostic,3675
35301,Bypass graft,Surgery,3676
71020,Chest X-ray,Imaging,3677
52000,Cystoscopy,Procedure,3678
92511,Speech audiometry,Diagnostic,3679
00520,Unknown Procedure,Procedure,3680
76830,Pelvic ultrasound,Imaging,3681
20610,"Arthrocentesis, small joint",Procedure,3682
52000,Cystoscopy,Procedure,3683
70450,CT Head without contrast,Imaging,3684
67028,Retinal surgery,Surgery,3685
27447,Total knee arthroplasty,Surgery,3686
99285,Emergency department visit - high severity,Emergency,3687
71020,Chest X-ray,Imaging,3688
A0425,Ambulance service,Procedure,3689
95816,EEG,Diagnostic,3690
17000,Destroy benign/premlg lesion,Procedure,3691
00520,Anesthesia for procedures,Procedure,3692
99213,"Office/outpatient visit, est",Evaluation & Management,3693
80050,General health panel,Lab,3694
A0425,Ambulance service,Procedure,3695
93000,Electrocardiogram,Diagnostic,3696
90791,Psychiatric diagnostic eval,Evaluation & Management,3697
11721,"Debride nail, 6 or more",Procedure,3698
88305,Tissue exam by pathologist,Lab,3699
70450,CT Head without contrast,Imaging,3700
93458,Cardiac cath,Procedure,3701
31231,Nasal polypectomy,Procedure,3702
52000,Cystoscopy,Procedure,3703
43239,EGD,Procedure,3704
88305,Tissue exam by pathologist,Lab,3705
12001,Simple repair of wound,Procedure,3706
95816,EEG,Diagnostic,3707
99213,Pediatric office visit,Evaluation & Management,3708
35301,Bypass graft,Surgery,3709
99213,Pediatric office visit,Evaluation & Management,3710
90471,Immunization administration,Preventive,3711
20610,"Arthrocentesis, small joint",Procedure,3712
88305,Pathology tissue exam,Lab,3713
15734,Scar revision,Procedure,3714
71020,Chest X-ray,Imaging,3715
88305,Pathology tissue exam,Lab,3716
76830,Pelvic ultrasound,Imaging,3717
96372,Therapeutic injection,Procedure,3718
90791,Psychiatric diagnostic eval,Evaluation & Management,3719
90792,Rheumatology consult,Evaluation & Management,3720
94010,Pulmonary function test,Diagnostic,3721
99213,Office visit,Evaluation & Management,3722
52000,Cystoscopy,Procedure,3723
99213,Office/outpatient visit EST,Evaluation & Management,3724
27447,Knee replacement,Surgery,3725
80047,Renal panel,Lab,3726
00520,Anesthesia for procedures,Procedure,3727
99213,Pediatric office visit,Evaluation & Management,3728
31500,Intubation,Procedure,3729
96413,Chemotherapy administration,Procedure,3730
88305,Pathology tissue exam,Lab,3731
58150,Cesarean delivery,Surgery,3732
95810,Nerve conduction study,Diagnostic,3733
80050,General health panel,Lab,3734
43239,EGD,Procedure,3735
31231,Nasal polypectomy,Procedure,3736
88305,Pathology tissue exam,Lab,3737
92511,Speech audiometry,Diagnostic,3738
99285,Emergency department visit - high severity,Emergency,3739
96372,Therapeutic injection,Procedure,3740
70450,CT Head without contrast,Imaging,3741
11102,Skin lesion excision,Procedure,3742
54520,Orchiectomy,Surgery,3743
96372,Therapeutic injection,Procedure,3744
95115,"Immunotherapy, one injection",Procedure,3745
96413,Chemotherapy administration,Procedure,3746
88305,Pathology tissue exam,Lab,3747
92014,Ophthalmology exam,Evaluation & Management,3748
11102,Skin lesion excision,Procedure,3749
92511,Speech audiometry,Diagnostic,3750
12001,Repair superficial wound(s),Procedure,3751
80048,Thyroid panel,Lab,3752
52000,Cystoscopy,Procedure,3753
87070,"Culture, bacterial",Lab,3754
54520,Orchiectomy,Surgery,3755
96372,Therapeutic injection,Procedure,3756
50360,Dialysis access procedure,Procedure,3757
90791,Psychiatric diagnostic eval,Evaluation & Management,3758
90792,Rheumatology consult,Evaluation & Management,3759
58150,Cesarean delivery,Surgery,3760
88305,Pathology tissue exam,Lab,3761
96372,Therapeutic injection,Procedure,3762
88305,Tissue exam by pathologist,Lab,3763
58150,Cesarean delivery,Surgery,3764
90791,Unknown Procedure,Evaluation & Management,3765
12001,Simple repair of wound,Procedure,3766
90792,Rheumatology consult,Evaluation & Management,3767
95115,Allergy testing,Procedure,3768
15734,Scar revision,Procedure,3769
71020,Chest X-ray,Imaging,3770
27447,Knee replacement,Surgery,3771
88305,Pathology tissue exam,Lab,3772
31500,Intubation,Procedure,3773
93000,Electrocardiogram,Diagnostic,3774
90791,Psychiatric diagnostic eval,Evaluation & Management,3775
49900,Appendectomy,Surgery,3776
58150,Cesarean delivery,Surgery,3777
99213,"Office/outpatient visit, est",Evaluation & Management,3778
49900,Appendectomy,Surgery,3779
95810,Nerve conduction study,Diagnostic,3780
88305,Tissue exam by pathologist,Lab,3781
95117,Allergy injection,Procedure,3782
95117,Allergy injection,Procedure,3783
88305,Pathology tissue exam,Lab,3784
71020,Chest X-ray,Imaging,3785
99214,Office visit extended,Evaluation & Management,3786
90792,Rheumatology consult,Evaluation & Management,3787
99213,Office/outpatient visit EST,Evaluation & Management,3788
99213,Office/outpatient visit EST,Evaluation & Management,3789
11102,Skin lesion excision,Procedure,3790
95810,Nerve conduction study,Diagnostic,3791
58150,Cesarean delivery,Surgery,3792
58150,Total hysterectomy,Surgery,3793
92511,Speech audiometry,Diagnostic,3794
71020,Chest X-ray,Imaging,3795
95115,Allergy testing,Procedure,3796
99213,Office/outpatient visit EST,Evaluation & Management,3797
88305,Pathology tissue exam,Lab,3798
95810,Nerve conduction study,Diagnostic,3799
71020,Chest X-ray,Imaging,3800
96413,Unknown Procedure,Procedure,3801
92511,Speech audiometry,Diagnostic,3802
15734,Scar revision,Procedure,3803
71020,Chest X-ray,Imaging,3804
88305,Tissue exam by pathologist,Lab,3805
88305,Pathology tissue exam,Lab,3806
00520,Anesthesia for procedures,Procedure,3807
95115,Allergy testing,Procedure,3808
92511,Speech audiometry,Diagnostic,3809
90471,Immunization administration,Preventive,3810
27447,Knee replacement,Surgery,3811
88305,Pathology tissue exam,Lab,3812
11102,Skin lesion excision,Procedure,3813
99213,"Office/outpatient visit, est",Evaluation & Management,3814
90471,Immunization administration,Preventive,3815
A0425,Ambulance service,Procedure,3816
96413,Chemotherapy administration,Procedure,3817
12001,Simple repair of wound,Procedure,3818
71020,Chest X-ray,Imaging,3819
70450,CT Head without contrast,Imaging,3820
52000,Cystoscopy,Procedure,3821
99214,Office/outpatient visit EST - extended,Evaluation & Management,3822
94010,Pulmonary function test,Diagnostic,3823
96413,Unknown Procedure,Procedure,3824
20610,"Arthrocentesis, small joint",Procedure,3825
95816,EEG,Diagnostic,3826
35301,Bypass graft,Surgery,3827
54520,Orchiectomy,Surgery,3828
95117,Allergy injection,Procedure,3829
70450,CT Head without contrast,Imaging,3830
31231,Nasal polypectomy,Procedure,3831
00520,Anesthesia for procedures,Procedure,3832
49900,Appendectomy,Surgery,3833
95816,EEG,Diagnostic,3834
99213,Office visit,Evaluation & Management,3835
15734,Scar revision,Procedure,3836
92014,Ophthalmology exam,Evaluation & Management,3837
27447,Total knee arthroplasty,Surgery,3838
90792,Rheumatology consult,Evaluation & Management,3839
99214,Office visit extended,Evaluation & Management,3840
52000,Cystoscopy,Procedure,3841
90791,Psychiatric diagnostic eval,Evaluation & Management,3842
95816,EEG,Diagnostic,3843
49900,Appendectomy,Surgery,3844
67028,Retinal surgery,Surgery,3845
99213,Pediatric office visit,Evaluation & Management,3846
95117,Allergy injection,Procedure,3847
71020,Chest X-ray,Imaging,3848
93000,Electrocardiogram,Diagnostic,3849
31231,Nasal polypectomy,Procedure,3850
99213,Office/outpatient visit EST,Evaluation & Management,3851
70450,CT Head without contrast,Imaging,3852
90792,Rheumatology consult,Evaluation & Management,3853
94010,Pulmonary function test,Diagnostic,3854
88305,Pathology tissue exam,Lab,3855
31500,Intubation,Procedure,3856
88305,Pathology tissue exam,Lab,3857
00520,Anesthesia for procedures,Procedure,3858
00520,Anesthesia for procedures,Procedure,3859
99214,"Office/outpatient visit, est",Evaluation & Management,3860
93306,Echocardiogram,Imaging,3861
99213,"Office/outpatient visit, est",Evaluation & Management,3862
99285,Emergency department visit - high severity,Emergency,3863
80048,Thyroid panel,Lab,3864
99214,Office/outpatient visit EST - extended,Evaluation & Management,3865
11721,Debridement nail,Procedure,3866
96372,Therapeutic injection,Procedure,3867
99213,Office/outpatient visit EST,Evaluation & Management,3868
A0425,Ambulance service,Procedure,3869
99213,Pediatric office visit,Evaluation & Management,3870
99213,Pediatric office visit,Evaluation & Management,3871
92014,Ophthalmology exam,Evaluation & Management,3872
35301,Rechanneling of artery,Surgery,3873
90791,Unknown Procedure,Evaluation & Management,3874
17000,Destruction benign lesion,Procedure,3875
35301,Bypass graft,Surgery,3876
11102,Unknown Procedure,Procedure,3877
31231,Nasal polypectomy,Procedure,3878
80047,Unknown Procedure,Lab,3879
35301,Bypass graft,Surgery,3880
31231,Nasal polypectomy,Procedure,3881
90471,Immunization administration,Preventive,3882
99285,Emergency department visit - high severity,Emergency,3883
58150,Cesarean delivery,Surgery,3884
58150,Cesarean delivery,Surgery,3885
90791,Unknown Procedure,Evaluation & Management,3886
93458,Cardiac cath,Procedure,3887
27447,Knee replacement,Surgery,3888
20610,"Arthrocentesis, small joint",Procedure,3889
00520,Anesthesia for procedures,Procedure,3890
90792,Rheumatology consult,Evaluation & Management,3891
11721,Debridement nail,Procedure,3892
90792,Rheumatology consult,Evaluation & Management,3893
93306,Echocardiogram,Imaging,3894
99213,Pediatric office visit,Evaluation & Management,3895
88305,Pathology tissue exam,Lab,3896
12001,Simple repair of wound,Procedure,3897
95816,EEG,Diagnostic,3898
11721,Debridement nail,Procedure,3899
71020,Chest X-ray,Imaging,3900
95115,Allergy testing,Procedure,3901
99213,Office visit,Evaluation & Management,3902
96413,Chemotherapy administration,Procedure,3903
88305,Pathology tissue exam,Lab,3904
90791,Psychiatric diagnostic eval,Evaluation & Management,3905
31231,Nasal polypectomy,Procedure,3906
20610,"Arthrocentesis, small joint",Procedure,3907
11102,Skin lesion excision,Procedure,3908
93306,Echocardiogram,Imaging,3909
A0425,Ambulance service,Procedure,3910
35301,Bypass graft,Surgery,3911
A0425,Ambulance service,Procedure,3912
54520,Orchiectomy,Surgery,3913
35301,Bypass graft,Surgery,3914
88305,Pathology tissue exam,Lab,3915
67028,Retinal surgery,Surgery,3916
90471,Immunization administration,Preventive,3917
88305,Pathology tissue exam,Lab,3918
A0425,Ambulance service,Procedure,3919
90471,Immunization administration,Preventive,3920
99214,Office/outpatient visit EST - extended,Evaluation & Management,3921
11721,Debridement nail,Procedure,3922
A0425,Ambulance service,Procedure,3923
99213,Office visit,Evaluation & Management,3924
43239,EGD,Procedure,3925
99213,Office/outpatient visit EST,Evaluation & Management,3926
90792,Rheumatology consult,Evaluation & Management,3927
90791,Psychiatric diagnostic eval,Evaluation & Management,3928
15734,Scar revision,Procedure,3929
95117,Allergy injection,Procedure,3930
